JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2456839.6,6.8,,,Vis.,MOW,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456840.38,6.8,,,Vis.,KAF,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456840.38889,6.8,,,Vis.,SSW,,63,73,1041c,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456840.465,7.4,,,Vis.,MTON,,,,217.02,11x80B,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456840.67222,6.83,,,Vis.,MDP,,67,73,1275gnq,,,,Z,,,,Z UMA,RASC,STD,,,,
2456840.8874,6.9,,,Vis.,SIVA,B,63,73,13158gsa,,,,Z,,,,Z UMA,,STD,,,,
2456841.3,6.7,,,Vis.,KOS,,6.4,7.3,1115ewe,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456841.37,6.4,,,Vis.,PPS,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456841.37153,6.9,,,Vis.,KHL,,63,73,12652BBP,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456841.5,6.5,,,Vis.,VED,,NA,,NA,,,,Z,,,,Z UMA,AFOEV,STD,,,,
2456841.59653,6.4,,,Vis.,CKB,,59,67,4919BDZ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456842.36406,6.64,0.03,,CV,FGIA,,ensemble,000-BBS-503,6958ART,,0,1.3,Z,,8.2,,Z UMA,UAI,STD,,,,
2456842.3743,6.8,,,Vis.,DNO,,63,73,13515IEG,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456842.37569,6.7,,,Vis.,RZM,,63,73,1038gdt,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456842.37986,6.9,,,Vis.,SSW,,63,73,1041c,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456842.4278,6.9,,,Vis.,VFK,,58,73,3722WFU,LEIPZIG 113/450,,,Z,,,,Z UMA,BAV,STD,,,,
2456842.4396,7,,,Vis.,GGU,,63,73,8287ACF,,,,Z,,,,Z UMA,KNVWS,STD,,,,
2456842.67569,7.1,,,Vis.,MCPA,,73,63,11282CSP,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456842.74429,6.9,,,Vis.,BLUA,,67,73,10255EF,,,,Z,,,,Z UMa,AAVSO,STD,,,,
2456843.3528,6.7,,,Vis.,DNO,,63,73,13515IEG,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456843.36,6.6,,,Vis.,BFO,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456843.42778,6.7,,,Vis.,COV,,5.9,7.2,b,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456843.43958,6.5,,,Vis.,HGUA,,64,73,5749GD,,,,Z,,,,Z UMA,SAAF,STD,,,,
2456843.45833,6.7,,,Vis.,AJV,,58,72,AAVSO STANDARD,,,,Z,,,,Z UMa,AASABADELL,STD,,,,
2456843.53,6.8,,,Vis.,SBEA,,63,73,13109CHZ,,,,Z,,,,Z UMA,BAV,STD,,,,
2456843.599,6.4,,,Vis.,SFS,,6.3,6.7,13501DGM,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456843.6076,6.5,,,Vis.,KMA,,65,,K,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456843.76389,6.3,,,Vis.,SHA,,6.3,7.3,12061MN,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456844.38056,6.8,,,Vis.,CPE,,63,73,13494AEE,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456844.48472,6.634,,,Vis.,LDS,,,,217.02,10 images per measurement; 200mmlens,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456844.6,6.6,,,Vis.,BRJ,,64,73,8606GE,,,,Z,,,,Z UMa,,STD,,,,
2456844.60417,6.7,,,Vis.,PRV,,63,73,12038AKC,Canon 15x50IS binocs,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456844.67431,6.5,,,Vis.,MDP,B,67,63,1275gnq,,,,Z,,,,Z UMA,RASC,STD,,,,
2456845.35,7,,,Vis.,HDH,,68,73,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456845.36,6.8,,,Vis.,KAF,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456845.38264,6.6,,,Vis.,RZM,,63,73,1038gdt,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456845.4,6.4,,,Vis.,SLY,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456845.4028,6.9,,,Vis.,VFK,,58,73,3722WFU,LEIPZIG 113/450,,,Z,,,,Z UMA,BAV,STD,,,,
2456845.451,6.8,,,Vis.,MEAJ,,,,217.02,B20X60,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456845.455,6.5,,,Vis.,ASW,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456845.458,7.1,,,Vis.,MTON,,,,217.02,11x80B,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456845.458,6.8,,,Vis.,TOO,,,,217.02,B7X50,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456845.535,6.8,,,Vis.,BLQ,,,,217.02,Mean Magnitude; OG 50x9,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456846.4756,6.3,,,Vis.,ATI,,64,73,7031AET,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456847.3958,6.4,,,Vis.,PLP,,61,64,1009VWA,,,,Z,,,,Z UMa,,STD,,,,
2456847.43056,6.6,,,Vis.,KMQ,B,6.4,6.8,4677ahn,,,,Z,,,,Z UMA,AAM,STD,,,,
2456848.451,7.1,,,Vis.,MTON,B,,,217.02,11x80B,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456848.594,6.3,,,Vis.,MHH,,5.8,7.3,10837cvo,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456848.65625,6.45,,,Vis.,MDP,B,63,67,1275gnq,,,,Z,,,,Z UMA,RASC,STD,,,,
2456849.37847,6.6,,,Vis.,RZM,,63,73,1038gdt,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456849.38966,6.66,0.05,,CV,FGIA,B,ensemble,000-BBS-503,6958ART,,0,1.49,Z,,8.21,,Z UMA,UAI,STD,,,,
2456850.36806,6.8,,,Vis.,MJOE,B,73,63,13281WD,,,,Z,,,,Z UMA,,STD,,,,
2456850.3799,7.1,,,Vis.,DNO,,63,73,13515IEG,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456850.3889,6.8,,,Vis.,VFK,,58,73,3722WFU,RADEBEUL EXAKTA 15-45X60,,,Z,,,,Z UMA,BAV,STD,,,,
2456850.6167,6.8,,,Vis.,KMA,,65,73,K,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456851.3785,6.8,,,Vis.,VFK,,58,73,3722WFU,RADEBEUL EXAKTA 15-45X60,,,Z,,,,Z UMA,BAV,STD,,,,
2456851.45,6.7,,,Vis.,SBEA,,63,73,13109CHZ,,,,Z,,,,Z UMA,BAV,STD,,,,
