Observer,Magnitude,JD
KVI,8.2,2454154.7
THJ,7.9,2454155.4
SSW,7.8,2454155.7
MDY,7.7,2454157.1
PPS,7.9,2454159.3
MDY,7.8,2454160.2
LBD,7.8,2454161.3
BVE,7.5,2454162.3
PPS,7.9,2454162.4
VOH,7.7,2454162.5
ILE,7.8,2454163.4
KVD,7.9,2454163.4
KVI,8.2,2454163.4
PPS,7.9,2454163.4
GGZ,7.8,2454164.3
VOH,7.7,2454164.4
MDY,7.7,2454165.1
AZO,7.9,2454165.3
SSW,7.9,2454165.3
VED,7.6,2454165.4
HDH,8.0,2454166.2
MPT,7.8,2454166.3
PPS,7.8,2454166.4
VOH,7.7,2454167.3
ADI,7.9,2454167.4
LBD,7.7,2454167.4
LMT,7.8,2454167.4
DPA,7.8,2454168.3
VIA,8.0,2454168.4
AAV,8.0,2454169.3
MOK,7.7,2454169.3
VIA,7.7,2454169.3
BVE,8.2,2454169.4
AAV,8.0,2454170.3
VOH,7.7,2454170.3
GGZ,7.9,2454171.3
LBD,7.8,2454171.3
PPS,7.9,2454171.3
THJ,7.9,2454171.4
VOH,7.8,2454171.4
CIT,7.9,2454172.3
KVD,7.9,2454172.3
KTI,8.1,2454172.4
LMT,7.8,2454172.4
VED,7.8,2454172.4
MOK,7.8,2454172.5
KSZ,7.8,2454173.3
KVD,7.9,2454173.3
MPT,7.8,2454173.3
SSW,7.9,2454173.3
PPS,8.0,2454173.4
THJ,7.9,2454173.4
CMG,7.9,2454174.3
VOH,7.7,2454174.3
LMT,7.9,2454174.4
PPS,7.9,2454174.4
AZO,7.8,2454175.2
CIT,7.8,2454175.3
ILE,7.8,2454175.3
KTI,8.1,2454175.3
THJ,7.9,2454175.3
VOH,7.7,2454175.3
ADI,7.9,2454175.4
MOK,7.8,2454175.6
TTM,7.8,2454176.3
VOH,7.7,2454176.4
BLI,7.8,2454177.3
LBD,7.7,2454177.4
MOK,7.7,2454178.4
PPS,8.0,2454178.4
CMG,7.9,2454180.4
AAV,7.9,2454181.2
PPS,7.6,2454181.3
MOK,7.7,2454181.4
AAV,7.9,2454182.2
SSW,8.0,2454182.3
THJ,7.8,2454182.4
AAV,8.0,2454183.3
AAV,7.9,2454184.3
PPS,7.6,2454184.4
AAV,7.9,2454185.3
GGZ,7.7,2454185.3
KTI,7.9,2454185.3
VOH,7.7,2454185.3
VED,7.6,2454185.4
ADI,7.8,2454185.6
AZO,7.5,2454185.6
AAV,7.9,2454186.2
PPS,7.8,2454186.3
VOH,7.7,2454186.3
MOK,7.8,2454186.4
VOH,7.6,2454187.3
KVD,7.8,2454187.4
AAV,7.9,2454188.3
CMG,7.6,2454188.3
LBD,7.5,2454189.3
MDY,7.7,2454190.1
ANC,7.3,2454190.324
SSW,7.8,2454190.6
HDH,7.9,2454191.2
LMT,7.8,2454191.3
MOK,7.5,2454191.4
VOH,7.6,2454191.4
PGT,7.1,2454191.6
GGZ,7.6,2454192.3
VOH,7.5,2454192.3
VOH,7.6,2454193.3
PPS,7.8,2454193.4
VED,7.4,2454193.4
MDY,7.5,2454194.1
CMG,7.5,2454194.3
KVD,7.7,2454195.3
VOH,7.6,2454195.3
ADI,7.5,2454195.4
BVE,7.5,2454195.4
SSW,7.6,2454195.6
MDY,6.7,2454195.9
CIT,7.8,2454196.3
KHG,7.2,2454196.3
PPS,7.4,2454196.3
MOK,7.4,2454196.3
ANC,7.4,2454196.36
VIA,7.5,2454196.4
AZO,7.7,2454197.3
MPT,7.6,2454197.4
KSZ,7.5,2454197.4
TEY,7.0,2454197.5
FZM,7.0,2454198.3
LMT,7.0,2454198.3
SED,7.0,2454198.3
SSW,7.6,2454198.4
NDQ,6.8,2454198.4
AAV,7.7,2454199.2
THJ,7.3,2454199.3
CIT,7.5,2454199.3
GGZ,7.5,2454199.4
PPS,7.1,2454199.4
VIA,7.6,2454199.4
KVD,7.5,2454199.4
ILE,7.8,2454200.3
AAV,7.7,2454200.3
PPS,7.0,2454200.4
MOK,7.2,2454201.4
LBD,7.0,2454201.6
PGT,7.3,2454201.7
THJ,7.3,2454202.3
VOH,7.6,2454202.3
BVE,7.5,2454203.4
KVD,7.3,2454203.4
SAG,7.7,2454203.4
CMG,7.4,2454203.4
SSW,7.1,2454204.3
AZO,7.2,2454204.4
MOK,7.1,2454204.4
PPS,6.8,2454204.4
PPS,6.8,2454205.3
KHG,6.9,2454205.3
VOH,7.1,2454205.3
THJ,7.1,2454205.4
MPT,7.2,2454205.4
CIT,7.1,2454205.6
VOH,7.0,2454206.3
GGZ,7.4,2454206.3
MOK,7.0,2454206.4
AAV,7.7,2454207.3
PPS,6.8,2454207.3
VOH,7.1,2454207.3
VED,7.4,2454207.4
ILE,7.3,2454208.3
AAV,7.7,2454208.3
NDQ,7.2,2454208.3
KVI,7.4,2454208.4
PPS,6.8,2454208.4
SSW,7.0,2454208.4
LBD,7.0,2454208.4
PPS,6.7,2454209.3
AAV,7.7,2454209.3
VIA,6.9,2454209.4
CMG,6.9,2454209.4
PPS,6.7,2454210.3
AZO,7.0,2454210.4
LEB,7.0,2454210.7
ANC,7.5,2454211.343
MOK,6.9,2454211.4
BVE,7.4,2454211.4
ILE,7.0,2454212.3
PPS,6.9,2454212.4
VIA,6.9,2454212.4
SSW,7.1,2454212.5
JSG,7.5,2454212.9
GGZ,7.4,2454213.3
MPT,7.2,2454213.3
THJ,7.1,2454213.3
AAV,7.7,2454213.3
VOH,7.5,2454213.5
PPS,7.3,2454214.4
LBD,6.8,2454214.4
MHH,7.0,2454216.1
PPS,7.2,2454216.3
SSW,7.2,2454216.5
BLI,7.4,2454217.3
MOK,7.0,2454217.4
KTI,7.0,2454217.4
CMG,6.9,2454217.4
AZO,7.3,2454218.6
MHH,7.2,2454219.1
KVD,7.2,2454219.4
VED,7.0,2454219.4
RKN,7.2,2454219.4
KTI,7.1,2454221.3
PPS,7.2,2454221.4
MOK,7.0,2454221.4
LBD,7.2,2454222.3
MPT,7.4,2454222.3
PPS,7.1,2454222.3
KHG,6.9,2454222.3
BVE,7.7,2454222.4
AZO,7.1,2454223.3
HDH,7.4,2454223.3
CMG,7.5,2454224.4
SSW,7.5,2454224.6
AAV,7.7,2454225.3
AAV,7.7,2454227.3
LBD,7.5,2454228.4
AAV,7.7,2454229.3
PPS,7.5,2454230.3
BLI,7.5,2454230.3
AAV,7.7,2454230.3
VIA,7.6,2454230.4
AZO,7.2,2454231.6
PPS,7.7,2454232.4
CIT,7.6,2454233.3
KVD,7.7,2454233.4
KSZ,7.4,2454233.4
SAG,7.5,2454233.4
LBD,7.6,2454233.4
PPS,7.8,2454233.5
PGT,7.4,2454233.5
HDH,7.9,2454234.3
LMT,7.6,2454234.4
SSW,7.9,2454234.4
VED,7.6,2454234.5
JSG,7.2,2454234.9
PPS,7.7,2454235.4
AAV,7.7,2454237.3
PPS,7.9,2454237.4
PPS,7.5,2454238.4
SSW,7.8,2454238.6
AAV,7.8,2454239.3
LBD,7.6,2454239.4
FZM,7.5,2454240.4
BVE,7.9,2454240.4
KVD,7.7,2454240.5
AAV,7.8,2454241.4
VIA,7.8,2454243.4
HOO,8.1,2454243.4
SSW,7.8,2454243.5
PPS,7.8,2454243.5
AZO,7.5,2454243.5
VED,7.7,2454244.4
GGZ,7.7,2454245.3
SAG,7.9,2454245.4
PPS,7.9,2454245.4
ILE,7.8,2454245.4
PPS,8.0,2454247.4
LBD,7.7,2454249.4
SSW,7.9,2454249.5
PPS,7.9,2454252.4
PPS,7.8,2454254.5
PPS,7.9,2454255.4
AZO,7.9,2454256.4
AVV,8.1,2454257.3
BLI,7.7,2454257.3
VIA,7.7,2454258.4
SSW,8.1,2454258.4
LBD,8.2,2454258.4
PPS,8.1,2454259.4
AVV,8.4,2454260.3
FZM,7.9,2454260.4
PPS,8.3,2454260.4
PPS,8.0,2454261.4
AVV,8.2,2454262.3
FZM,7.9,2454262.4
LBD,8.4,2454263.4
PPS,8.1,2454263.4
VIA,7.8,2454263.4
SED,7.8,2454263.4
SSW,8.1,2454264.4
AVV,8.2,2454264.5
AVV,8.2,2454265.3
PPS,8.1,2454265.4
KSZ,8.5,2454266.3
AVV,8.2,2454266.3
HDH,8.3,2454266.3
AZO,8.0,2454266.5
AVV,8.2,2454267.3
PPS,8.2,2454267.4
KVD,8.0,2454267.5
PGT,7.9,2454268.4
PPS,8.0,2454268.4
VIA,8.0,2454268.4
LBD,8.2,2454268.4
STZ,8.3,2454269.3
THJ,8.2,2454269.4
ILE,8.2,2454269.4
SSW,8.2,2454269.4
PPS,8.1,2454270.4
AVV,8.4,2454270.5
PPS,8.4,2454271.4
AZO,7.9,2454271.4
NYH,8.4,2454272
PPS,8.4,2454273.5
PPS,8.5,2454274.4
NYH,8.4,2454275
SKI,8.4,2454275.379
ILE,8.1,2454275.4
THJ,8.3,2454275.4
SSW,8.3,2454275.4
GGZ,8.1,2454275.5
PPS,8.4,2454276.4
AVV,8.4,2454276.4
CKM,8.2,2454276.4
PGT,8.1,2454277.4
HDH,7.9,2454280.3
SED,8.0,2454280.4
SSW,8.2,2454280.4
PPS,8.2,2454280.4
PPS,8.3,2454283.4
YSJ,8.4,2454284
AZO,7.9,2454284.4
SSW,8.1,2454285.4
AVV,8.3,2454286.3
KVD,8.2,2454286.4
PPS,8.4,2454287.4
VIA,8.0,2454288.4
PGT,8.2,2454288.4
SED,8.4,2454288.4
VED,8.1,2454288.5
LBD,8.3,2454289.4
MKL,8.4,2454289.4
FZM,7.9,2454289.4
MPT,8.1,2454289.4
KVD,8.2,2454289.4
SAG,7.9,2454290.4
AVV,8.4,2454291.3
HDH,8.2,2454291.3
PPS,8.5,2454291.4
AZO,8.2,2454291.4
GGZ,8.3,2454291.5
AVV,8.4,2454292.3
AVV,8.0,2454293.4
AVV,8.3,2454294.3
VIA,8.0,2454294.4
PPS,8.5,2454294.4
RLZ,8.4,2454294.5
LBD,8.4,2454295.4
JSH,8.3,2454295.4
FZM,8.0,2454295.4
TTM,8.4,2454296.3
GGZ,8.2,2454296.3
AVV,8.2,2454296.3
CKM,8.3,2454296.4
KVI,8.4,2454296.4
LUD,8.5,2454296.4
SSW,8.3,2454296.4
SED,8.4,2454296.4
CMG,8.2,2454296.4
ILE,8.3,2454296.5
PPS,8.6,2454297.3
AZO,8.2,2454297.3
BLI,7.9,2454297.3
SKI,8.4,2454297.375
SAG,7.9,2454297.4
AVV,8.4,2454297.4
KOI,8.4,2454297.4
VED,8.1,2454297.5
AVV,8.2,2454298.4
MPT,8.4,2454298.4
PGT,8.2,2454298.4
PPS,8.5,2454299.4
AVV,8.2,2454299.4
THS,8.2,2454300
AVV,8.2,2454300.3
JSH,8.1,2454300.3
AVV,8.4,2454301.3
SBT,8.0,2454301.3
NDQ,8.3,2454301.4
LBD,8.4,2454301.4
GGZ,7.8,2454302.3
AVV,8.2,2454302.3
TTM,7.7,2454302.4
SAG,7.8,2454302.4
PGT,8.1,2454303.4
PPS,8.5,2454303.4
AZO,8.1,2454303.4
RLZ,8.2,2454303.4
ILE,8.3,2454303.4
HDH,8.2,2454305.3
PPS,8.5,2454305.4
SED,8.2,2454305.4
PGT,8.0,2454305.4
SSW,8.2,2454305.4
MPT,8.3,2454305.4
AVV,8.2,2454306.5
KSL,8.2,2454306.7
BLI,7.9,2454307.3
SAG,7.9,2454307.4
VZP,8.2,2454308.4
VED,7.6,2454308.4
SBT,8.2,2454308.4
CMG,8.4,2454309.4
AZO,8.1,2454309.4
PPS,8.3,2454309.4
LBD,8.1,2454309.4
PGT,7.7,2454310.4
KSL,8.0,2454311.7
JSG,7.6,2454312.8
GGZ,7.8,2454313.3
SED,7.8,2454313.4
PPS,8.2,2454313.4
BVE,7.8,2454313.4
HDH,8.0,2454315.3
SAG,7.6,2454315.4
AZO,7.8,2454315.4
RLZ,7.5,2454315.4
AVV,8.1,2454316.3
VIA,7.7,2454316.4
PGT,7.7,2454316.4
CMG,7.7,2454316.4
AVV,8.0,2454317.3
VOH,7.6,2454317.4
AVV,7.9,2454318.3
VOH,7.6,2454318.4
PPS,8.0,2454318.4
AVV,7.9,2454319.3
AVV,8.1,2454320.3
PPS,7.9,2454320.4
AVV,7.9,2454322.3
VIA,7.6,2454322.4
AZO,7.6,2454322.4
AVV,8.0,2454323.3
SFS,7.4,2454324.3
AVV,8.0,2454324.3
NDQ,7.6,2454324.4
VED,7.6,2454324.4
LBD,7.6,2454325.3
VOH,7.6,2454325.4
VIA,7.6,2454326.4
GGZ,7.7,2454326.4
TTM,7.5,2454326.4
KVD,7.5,2454327.4
ILE,7.8,2454327.4
PPS,7.8,2454328.3
AZO,7.5,2454328.3
AVV,8.1,2454328.3
BLI,7.5,2454329.3
DOM,7.6,2454329.4
AVV,8.0,2454330.3
PPS,7.8,2454330.3
AVV,8.1,2454331.3
VOH,7.6,2454331.4
KVD,7.5,2454332.3
AVV,8.1,2454332.4
PPS,7.9,2454333.3
AVV,8.1,2454333.3
AZO,7.7,2454334.3
AVV,8.1,2454334.3
GRL,7.7,2454334.5
AVV,8.0,2454335.3
VOH,7.5,2454335.4
AZO,7.7,2454336.3
AVV,8.1,2454336.3
AVV,8.0,2454337.3
VED,7.7,2454337.4
MPN,7.5,2454338.35
MPN,7.5,2454338.4
PPS,7.9,2454340.3
KHG,7.5,2454341.3
CMG,7.5,2454341.3
HDH,7.9,2454341.3
NDQ,7.6,2454342.4
VOH,7.5,2454342.5
BVE,7.9,2454345.4
PGT,7.5,2454345.4
SSW,7.9,2454346.3
VED,7.9,2454346.4
VIA,7.6,2454348.4
VOH,7.6,2454349.3
CMG,7.9,2454351.3
VIA,7.7,2454352.3
PGT,7.8,2454353.3
LEB,7.6,2454353.7
SSW,7.9,2454355.3
VED,7.8,2454355.3
VOH,7.5,2454357.4
PGT,7.7,2454358.4
VOH,7.6,2454359.3
JTP,7.7,2454359.3
VOH,7.6,2454360.4
SSW,7.8,2454361.3
CMG,7.9,2454362.3
VOH,7.6,2454362.4
VOH,7.6,2454363.4
PGT,7.7,2454364.3
VOH,7.5,2454364.4
VOH,7.6,2454365.4
VOH,7.5,2454366.4
VED,7.7,2454367.3
VOH,7.5,2454367.4
AVV,7.9,2454367.6
VOH,7.6,2454368.3
SSW,7.7,2454368.3
PGT,7.5,2454369.3
PGT,7.5,2454374.3
CMG,7.6,2454378.3
VED,7.8,2454378.4
PGT,7.0,2454381.3
SSW,7.6,2454383.2
VIA,7.6,2454384.3
CMG,7.5,2454386.4
VOH,6.9,2454387.4
VED,7.3,2454387.4
SSW,7.3,2454388.2
PGT,7.4,2454388.3
HOO,7.2,2454388.3
VOH,7.0,2454388.4
VOH,6.9,2454389.4
VOH,6.9,2454390.4
LEB,7.0,2454393.6
LEN,7.4,2454393.7
KAT,7.4,2454394.3
VIA,7.6,2454394.7
KAT,7.4,2454395.3
VED,7.2,2454395.3
VOH,6.8,2454395.4
KAT,7.4,2454397.3
VOH,6.8,2454402.4
SSW,7.0,2454403.2
KHG,6.9,2454404.2
KAT,7.4,2454404.3
VOH,6.8,2454404.5
KKA,7.6,2454406.2
BLI,7.0,2454406.3
KVD,7.2,2454406.34
SAG,6.9,2454406.39
PPS,7.7,2454406.47
AZO,7.7,2454406.506
SED,7.2,2454407.3
KAT,7.6,2454407.3
AVV,7.7,2454407.6
HDH,7.2,2454408.2
KAT,7.6,2454408.3
CTI,7.2,2454410.2
SSW,7.0,2454410.5
VED,7.2,2454411.5
KAT,7.5,2454412.3
KKA,7.6,2454413.2
KAT,7.5,2454413.3
TEY,7.4,2454414.59
KVD,7.2,2454415.48
PPS,7.8,2454415.49
SFS,7.4,2454416.5
ILE,7.4,2454418.212
SAG,7.3,2454418.23
KAT,7.4,2454418.3
KAT,7.5,2454419.3
KAT,7.5,2454421.3
KVD,7.4,2454421.71
KAT,7.5,2454422.3
VOH,7.5,2454423.4
AVV,7.7,2454423.7
VOH,7.6,2454425.7
BVE,7.8,2454426.5
SFS,7.8,2454426.5
VOH,7.6,2454427.5
MHH,7.9,2454428.3
VOH,7.7,2454429.2
KKA,8.1,2454431.2
PGT,7.8,2454431.3
ILE,8.2,2454432.215
VOH,8.1,2454432.4
SAG,8.5,2454432.45
PPS,8.3,2454432.47
ADI,8.2,2454432.6
GGZ,8.4,2454433.34
AZO,8.2,2454433.411
VOH,8.1,2454433.6
BLI,7.9,2454434.2
ERD,7.8,2454434.4
PPS,8.2,2454435.45
ILE,8.4,2454436.419
CMG,8.4,2454438.4
MDY,8.4,2454439.2
PPS,8.4,2454439.43
AZO,8.3,2454439.682
GGZ,8.8,2454440.26
KAT,8.3,2454440.4
TEY,8.3,2454440.55
KAT,8.2,2454442.3
MDY,8.5,2454444.2
VOH,8.9,2454444.4
CMG,8.9,2454446.2
BVE,8.7,2454448.5
MDY,8.6,2454449.1
HKU,8.3,2454449.2
NOM,8.7,2454449.3
KTY,8.8,2454449.3
HTA,8.7,2454449.3
KVD,8.7,2454449.38
AZO,8.2,2454449.391
PPS,8.8,2454449.43
KSB,8.4,2454450.18
CMG,8.8,2454452.3
SKI,9.1,2454455.688
VOH,8.7,2454460.5
VOH,8.8,2454463.5
VOH,8.8,2454464.5
VOH,8.7,2454467.5
BVE,8.8,2454468.479
KIM,8.5,2454469.065
HIA,8.5,2454469.365
VOH,8.8,2454469.4
SSW,8.5,2454469.6
VOH,8.5,2454472.2
CMG,8.5,2454472.4
AVV,8.4,2454472.4
VOH,8.2,2454473.3
ILE,8.4,2454474.279
AVV,8.5,2454474.4
SSW,8.3,2454474.5
AVV,8.4,2454475.4
VOH,8.1,2454475.6
AVV,8.5,2454476.3
VOH,8.0,2454477.4
PPS,8.3,2454477.7
MDY,7.8,2454478.137
SFS,7.9,2454478.5
BLI,7.9,2454479.3
KKA,8.4,2454479.3
VOH,8.1,2454479.5
SGY,7.9,2454479.5
SSW,8.0,2454480.5
CMG,7.8,2454482.6
PPS,7.9,2454484.45
PPS,7.5,2454487.42
VOH,7.2,2454488.2
ADI,7.8,2454488.606
GGZ,7.7,2454489.25
PPS,7.7,2454489.41
THJ,7.8,2454490.23
PPS,7.6,2454490.32
ERD,7.7,2454490.34
BVE,8.1,2454490.418
BDJ,8.3,2454490.5
VOH,7.2,2454491.2
CMG,7.6,2454491.4
AZO,7.9,2454491.43
PPS,7.5,2454491.47
KVD,7.7,2454492.26
VIA,7.6,2454492.3
PPS,7.6,2454492.35
SFS,7.9,2454492.4
LEB,7.9,2454492.4
MHH,7.6,2454493.313
ILE,7.8,2454493.379
PPS,7.5,2454493.45
BLI,7.8,2454494.2
KVD,7.7,2454494.25
AVV,8.4,2454494.3
THJ,7.7,2454494.32
HDH,8.1,2454494.6
CMG,7.6,2454496.3
AVV,8.2,2454496.3
KKA,7.8,2454496.3
SSW,7.8,2454497.566
MHH,7.7,2454498.038
PPS,7.6,2454498.5
VED,7.7,2454498.8
KVD,7.8,2454499.3
VOH,7.7,2454499.5
BDJ,8.2,2454499.5
VOH,7.7,2454500.2
BLI,7.8,2454500.3
PPS,7.7,2454500.31
AZO,7.6,2454500.352
BVE,7.9,2454500.466
MDY,7.8,2454501.14
ERD,7.8,2454502.32
PPS,7.7,2454502.4
KKA,7.9,2454502.4
CMG,7.8,2454503.3
AVV,7.9,2454503.5
CTI,7.8,2454504.29
VIA,7.8,2454504.3
VOH,8.1,2454504.3
SGY,7.8,2454504.4
MSZ,8.0,2454504.63
VOH,8.1,2454505.2
KSB,7.8,2454505.262
KHG,7.8,2454505.262
MZS,8.1,2454505.274
ADI,8.0,2454505.376
ILE,7.9,2454506.267
PPS,7.7,2454506.39
GGZ,7.8,2454506.39
BDJ,8.1,2454506.4
KVD,7.8,2454506.55
HDH,7.9,2454507.2
VOH,8.1,2454507.2
BLI,7.7,2454507.3
VIA,8.0,2454507.3
SGY,7.9,2454507.4
BVE,7.8,2454507.459
SSW,8.0,2454507.479
TEY,8.0,2454507.67
PPS,7.8,2454508.3
ERD,7.7,2454508.34
VED,8.0,2454508.4
PPS,7.9,2454509.31
ADI,8.1,2454509.429
AZO,7.8,2454509.653
PPS,8.0,2454510.28
ILE,7.8,2454510.422
NDQ,7.7,2454512.3
KKA,8.3,2454512.3
SAG,7.9,2454512.33
VOH,7.8,2454512.4
SGY,8.0,2454512.4
PPS,7.9,2454512.41
PPS,8.1,2454513.26
GGZ,7.8,2454513.27
VOH,7.8,2454513.3
GGZ,8.2,2454513.32
KVD,7.9,2454513.34
SSW,7.9,2454513.548
PPS,7.9,2454515.34
VOH,7.7,2454516.2
PPS,8.0,2454516.31
ERD,7.9,2454516.32
VED,7.8,2454516.4
ILE,8.2,2454517.633
AZO,7.9,2454517.676
PPS,8.1,2454519.35
SSW,8.1,2454520.27
KVD,7.8,2454520.29
VIA,8.0,2454520.3
MZS,8.0,2454521.285
MPT,8.1,2454521.31
THJ,8.0,2454521.32
PPS,8.1,2454521.35
VOH,7.7,2454521.4
BDJ,8.4,2454521.5
SGY,8.1,2454522.3
PPS,8.2,2454522.3
ERD,7.8,2454522.3
VOH,8.0,2454522.4
CTI,7.9,2454523.29
KVD,7.9,2454523.3
AZO,8.1,2454523.366
CMG,8.4,2454523.4
SFS,8.1,2454523.4
PPS,8.1,2454523.43
PPS,8.2,2454524.32
VOH,8.1,2454524.4
BVE,7.9,2454524.42
AVV,8.4,2454525.3
VOH,7.8,2454525.4
LEB,7.9,2454526.4
MDY,7.9,2454527.131
MHH,7.9,2454527.262
HDH,8.6,2454528.2
ILE,8.1,2454528.358
SGY,8.3,2454528.4
VOH,7.7,2454529.3
KKA,8.4,2454529.3
CMG,8.4,2454530.3
VED,8.0,2454530.4
VOH,8.0,2454530.4
KAT,7.9,2454530.955
MDY,8.0,2454531.179
MZS,8.0,2454531.333
PPS,8.0,2454531.41
KVD,8.1,2454532.32
SSW,8.3,2454532.322
KAT,7.9,2454533.955
SFS,8.2,2454534.3
CTI,8.0,2454535.27
VOH,8.2,2454535.3
AZO,8.1,2454535.437
KVD,8.3,2454535.45
SGY,8.1,2454536.3
KKA,8.8,2454536.3
ERD,7.9,2454536.35
SSW,8.2,2454536.359
PPS,8.1,2454536.38
ILE,8.4,2454536.427
MDY,8.0,2454537.152
STZ,8.6,2454537.2
VOH,8.2,2454537.3
KVD,8.4,2454538.27
VED,8.0,2454538.4
PPS,8.0,2454539.31
NAL,8.7,2454539.367
RLZ,8.2,2454539.4
VOH,8.1,2454539.5
KAT,8.0,2454540.288
VOH,8.1,2454540.3
MHH,8.0,2454541.288
KAT,8.0,2454541.292
SGY,8.3,2454541.3
BLI,8.0,2454541.3
MZS,8.3,2454541.305
AZO,7.9,2454541.329
ILE,8.5,2454541.336
PPS,8.2,2454541.36
NYZ,8.3,2454541.45
KVD,8.4,2454541.59
HTA,8.2,2454541.942
CMG,8.3,2454543.3
PPS,8.2,2454543.3
KKA,8.6,2454544.3
ERD,8.1,2454544.31
PPS,8.1,2454544.34
MPT,8.2,2454544.35
HDH,8.1,2454545.2
PPS,8.1,2454546.3
SAG,8.0,2454546.36
HTA,8.2,2454547.022
YSJ,7.8,2454547.026
KVD,8.3,2454548.28
KAT,8.0,2454549.924
PPS,8.1,2454550.26
SGY,8.2,2454550.4
VED,7.8,2454550.4
SFS,8.2,2454551.3
ADI,8.3,2454551.329
PPS,8.0,2454551.34
AZO,8.3,2454552.293
KAT,8.0,2454552.298
CMG,8.1,2454552.3
VOH,8.1,2454552.3
SAG,8.4,2454552.3
KKA,8.0,2454552.3
PPS,8.2,2454552.43
SSW,8.2,2454552.593
VOH,8.1,2454554.3
PPS,8.1,2454554.3
ILE,8.3,2454554.322
VIA,8.2,2454554.36
MHH,7.8,2454554.992
CTI,8.0,2454555.27
VOH,8.0,2454555.3
KVD,7.9,2454555.57
MDY,8.0,2454555.953
HDH,8.1,2454556.3
THJ,7.9,2454556.35
SAG,8.1,2454556.36
PPS,7.9,2454556.38
VOH,7.9,2454556.4
SGY,8.0,2454556.4
CKM,8.0,2454556.5
TEY,8.0,2454556.57
SSW,8.0,2454556.595
STZ,7.4,2454557.2
GGZ,7.9,2454557.3
VOH,7.6,2454557.428
VOH,8.1,2454557.428
VOH,7.5,2454557.428
CMG,7.8,2454558.3
KVD,7.9,2454558.31
PPS,7.9,2454559.3
AZO,8.1,2454559.318
VIA,8.2,2454559.34
KAT,7.9,2454560.278
PPS,7.6,2454560.39
VED,8.0,2454560.4
KAT,7.9,2454561.288
VOH,7.5,2454561.291
VOH,8.1,2454561.291
VOH,7.6,2454561.291
KVD,7.9,2454561.33
BDJ,8.3,2454561.394
KAT,7.9,2454562.281
MDY,8.1,2454563.118
NAL,7.8,2454563.331
SFS,7.9,2454563.4
PPS,7.7,2454563.43
SSW,7.9,2454563.546
KAT,8.0,2454565.267
STZ,7.8,2454566.2
HDH,8.0,2454566.3
KKA,7.5,2454566.3
MDY,7.8,2454567.119
PPS,7.5,2454567.26
ERD,7.4,2454567.32
SSW,7.7,2454567.354
VIA,7.7,2454568.35
VED,7.5,2454568.4
CMG,7.2,2454569.3
PPS,7.4,2454570.3
AZO,7.5,2454570.553
MDY,7.6,2454571.134
KAT,7.5,2454571.253
BRU,7.7,2454571.453
CAS,7.2,2454572.37
BVE,7.5,2454572.405
BRU,7.3,2454572.443
PPS,7.2,2454573.3
PPS,7.1,2454575.37
VED,7.4,2454576.3
CMG,7.4,2454576.4
STZ,7.5,2454577.2
AZO,7.8,2454577.288
KKA,7.4,2454577.3
NAL,7.3,2454577.32
MDY,7.4,2454579.132
DKE,7.5,2454579.5
VIA,7.0,2454580.35
VOH,7.7,2454580.47
PPS,6.9,2454581.29
GGZ,7.4,2454581.29
SFS,7.3,2454581.3
KTI,7.2,2454581.3
THJ,7.3,2454581.34
NAL,7.4,2454581.348
PPS,6.9,2454582.3
KVD,7.5,2454582.38
VED,7.0,2454582.4
BRU,7.2,2454582.426
SSW,7.2,2454582.513
KKA,7.3,2454583.3
PPS,6.8,2454583.35
THJ,7.2,2454583.37
IBQ,7.2,2454583.39
ILE,7.4,2454583.397
AZO,7.6,2454583.518
STZ,7.4,2454584.2
IBQ,7.1,2454584.34
MZS,7.3,2454584.34
CMG,7.5,2454585.3
PDL,7.3,2454585.3
PPS,6.7,2454585.31
KVD,7.4,2454585.32
IBQ,7.0,2454585.34
SGY,7.1,2454585.4
YSJ,6.7,2454585.951
HTA,6.7,2454585.96
VIA,6.9,2454588.35
CAS,7.0,2454588.36
BRU,7.2,2454588.408
KTI,7.1,2454589.28
PPS,6.7,2454589.29
KKA,7.2,2454589.3
GGZ,7.2,2454589.31
VOH,7.5,2454589.354
VOH,7.6,2454589.354
VOH,7.3,2454589.354
HIC,7.4,2454589.36
ADI,7.4,2454589.458
KVD,7.4,2454590.26
PPS,6.7,2454590.34
ERD,7.5,2454590.35
LTS,7.0,2454590.38
HIB,7.2,2454590.4
ILE,7.4,2454590.434
SAG,7.1,2454590.47
HDH,7.0,2454591.3
BVE,6.8,2454591.415
HTA,6.7,2454592.209
SSW,7.2,2454592.35
NYH,7.0,2454593.003
BRU,6.9,2454593.397
JTP,7.4,2454593.4
NAL,7.2,2454593.417
PPS,7.5,2454593.42
STZ,7.3,2454594.2
AZO,7.2,2454594.328
ERD,7.4,2454594.36
PPS,7.3,2454594.38
SGY,7.2,2454594.4
JTP,7.4,2454594.4
VED,7.2,2454594.4
THJ,7.4,2454594.42
KKA,6.9,2454595.3
PNL,7.3,2454595.5
SFS,7.1,2454596.3
CSK,6.7,2454596.43
PPS,7.1,2454597.3
SAG,7.2,2454597.36
ILE,7.5,2454597.37
LEB,7.1,2454597.6
NYH,7.0,2454598.104
MDY,7.4,2454598.105
CTI,7.1,2454598.33
KVD,7.4,2454598.33
BVE,7.0,2454598.396
PDL,7.2,2454598.4
SGY,7.3,2454598.4
